reportno,vin,repaircost
2603,1234582989,15509
2604,1234642833,19609
2605,1234622926,4610
2606,1234606761,6824
2607,1234613208,17437
2608,1234660446,6389
2609,1234639645,9341
2610,1234593245,2822
2611,1234621269,3311
2612,1234582814,8029
2613,1234616407,14014
2614,1234667619,5303
2615,1234582036,13702
2616,1234631886,16345
2617,1234595168,2330
2618,1234583965,13876
2619,1234646949,15935
2620,1234624486,17380
2621,1234647646,2198
2622,1234623919,14279
2623,1234589496,12797
2624,1234630002,18141
2625,1234580449,15532
2626,1234668982,19982
2627,1234631641,17166
2628,1234599144,8150
2629,1234651768,15246
2630,1234579263,16239
2631,1234601647,17818
2632,1234637641,18574
2633,1234617388,18638
2634,1234572454,5952
2635,1234578381,9085
2636,1234588469,5028
2637,1234582166,10503
2638,1234646340,18734
2639,1234596446,5781
2640,1234637003,12332
2641,1234617894,8629
2642,1234610201,5024
2643,1234660596,7458
2644,1234630500,4761
2645,1234639613,15303
2646,1234617716,4098
2647,1234628993,12081
2648,1234614835,18096
2649,1234602707,8280
2650,1234654245,3524
2651,1234667843,15303
2652,1234590985,12636
2653,1234572024,16706
2654,1234639238,15872
2655,1234663489,5727
2656,1234617772,15363
2657,1234650726,6141
2658,1234655475,5520
2659,1234578441,3243
2660,1234639725,18125
2661,1234594820,8863
2662,1234623061,9886
2663,1234572570,2133
2664,1234648461,17580
2665,1234661823,11692
2666,1234653810,8854
2667,1234645091,13364
2668,1234590776,7266
2669,1234593338,15004
2670,1234628753,3247
2671,1234609070,19783
2672,1234599368,6261
2673,1234616806,11548
2674,1234651118,17618
2675,1234634393,7887
2676,1234632865,11061
2677,1234599948,2610
2678,1234653907,5997
2679,1234620177,8351
2680,1234627892,4262
2681,1234625240,15636
2682,1234570288,11148
2683,1234666104,2371
2684,1234604262,12188
2685,1234611248,15322
2686,1234665937,19202
2687,1234612539,14443
2688,1234608542,4033
2689,1234656873,14573
2690,1234664993,12210
2691,1234655054,4998
2692,1234629184,3215
2693,1234625291,7275
2694,1234583678,17462
2695,1234657322,18524
2696,1234598142,18903
2697,1234634227,14214
2698,1234660546,3073
2699,1234653684,2963
2700,1234580143,12918
2701,1234654670,7279
2702,1234669012,9282
2703,1234575716,2858
2704,1234602192,12513
2705,1234577811,7776
2706,1234665507,5099
2707,1234631462,5468
2708,1234569530,2595
2709,1234666721,16817
2710,1234639635,10203
2711,1234649376,18748
2712,1234633895,5863
2713,1234657437,11462
2714,1234591495,8362
2715,1234579558,10495
2716,1234658829,18819
2717,1234662675,2816
2718,1234627467,12863
2719,1234599074,7159
2720,1234577450,5741
2721,1234605278,18968
2722,1234618778,19808
2723,1234628410,4400
2724,1234603355,15196
2725,1234623862,11533
2726,1234616798,19921
2727,1234616221,19812
2728,1234655793,2983
2729,1234617159,2414
2730,1234666175,11783
2731,1234661036,2865
2732,1234622359,10464
2733,1234631619,5060
2734,1234589338,19377
2735,1234617123,7580
2736,1234632998,8906
2737,1234658754,13710
2738,1234577118,16132
2739,1234588220,4146
2740,1234647261,7638
2741,1234612204,14273
2742,1234598515,17285
2743,1234619411,14487
2744,1234571698,12257
2745,1234579134,2884
2746,1234585431,11127
2747,1234660805,16349
2748,1234599847,14647
2749,1234647541,16764
2750,1234620455,9221
2751,1234616143,7462
2752,1234619657,2273
2753,1234592926,19143
2754,1234572266,16415
2755,1234588037,9924
2756,1234642354,15413
2757,1234623642,17469
2758,1234597370,6571
2759,1234580401,19205
2760,1234635060,3962
2761,1234643847,15487
2762,1234647392,15939
2763,1234630346,17839
2764,1234649044,17452
2765,1234624120,8623
2766,1234620244,6211
2767,1234606082,7999
2768,1234619086,2158
2769,1234571853,7316
2770,1234603630,4989
2771,1234659157,10478
2772,1234574150,18931
2773,1234652200,15245
2774,1234659828,8150
2775,1234651139,16895
2776,1234640297,7376
2777,1234581017,9369
2778,1234660681,15891
2779,1234574767,10199
2780,1234641079,17467
2781,1234592632,18030
2782,1234582305,5918
2783,1234670104,10494
2784,1234623168,9470
2785,1234626166,14348
2786,1234617112,13078
2787,1234598694,14322
2788,1234576858,14142
2789,1234648432,4428
2790,1234656223,2288
2791,1234645335,15022
2792,1234597113,10831
2793,1234609818,16551
2794,1234607481,6660
2795,1234631049,12507
2796,1234644222,17584
2797,1234613227,2774
2798,1234669741,19351
2799,1234570849,5126
2800,1234633540,16365
2801,1234618343,18671
2802,1234659661,16844
2803,1234570064,14357
2804,1234576816,13121
2805,1234637833,17718
2806,1234571026,9333
2807,1234590935,4088
2808,1234641918,16577
2809,1234581886,7465
2810,1234646219,4177
2811,1234613326,11934
2812,1234605549,13153
2813,1234607844,11580
2814,1234587166,4885
2815,1234579347,13998
2816,1234599160,14385
2817,1234599271,14343
2818,1234651178,15067
2819,1234656995,11870
2820,1234621680,15826
2821,1234568659,15090
2822,1234651839,15800
2823,1234627905,17169
2824,1234596194,4872
2825,1234644271,18235
2826,1234669449,8680
2827,1234589186,3532
2828,1234634317,15837
2829,1234629079,6012
2830,1234623023,7377
2831,1234669217,15001
2832,1234589961,5138
2833,1234588853,17282
2834,1234617900,3369
2835,1234592013,17189
2836,1234593157,4774
2837,1234641434,4524
2838,1234621146,13139
2839,1234621656,7041
2840,1234658826,16102
2841,1234643054,6766
2842,1234582253,18919
2843,1234621427,8118
2844,1234655818,16188
2845,1234602618,15781
2846,1234584459,14353
2847,1234641433,15184
2848,1234604011,8582
2849,1234582722,9491
2850,1234621193,8089
2851,1234581961,11429
2852,1234629837,13786
2853,1234658814,7196
2854,1234643999,10904
2855,1234568614,13988
2856,1234644588,11093
2857,1234568542,16133
2858,1234622019,13530
2859,1234581532,19403
2860,1234658132,16274
2861,1234654665,13344
2862,1234615101,13301
2863,1234613441,6311
2864,1234667901,7308
2865,1234660029,8717
2866,1234661673,2751
2867,1234625347,17175
2868,1234664503,9833
2869,1234620264,13502
2870,1234632111,3443
2871,1234617929,19375
2872,1234611394,7831
2873,1234632139,9121
2874,1234592736,15382
2875,1234574421,15309
2876,1234619146,2624
2877,1234613195,18265
2878,1234651545,7877
2879,1234667355,10445
2880,1234630169,4497
2881,1234644966,9749
2882,1234570837,7759
2883,1234632713,11217
2884,1234597266,3515
2885,1234637443,16484
2886,1234668498,4312
2887,1234625984,16283
2888,1234614063,7562
2889,1234598713,7962
2890,1234607441,16425
2891,1234653995,14073
2892,1234644575,13287
2893,1234604129,5245
2894,1234648368,12577
2895,1234632941,9406
2896,1234666939,10727
2897,1234628261,11770
2898,1234624794,12383
2899,1234612381,8832
2900,1234584324,11062
2901,1234658148,10885
2902,1234571558,9793
2903,1234638791,5125
2904,1234641076,17546
2905,1234602178,15976
2906,1234622918,4674
2907,1234627876,19955
2908,1234592732,11901
2909,1234632033,12748
2910,1234659943,5954
2911,1234597788,19476
2912,1234639395,5328
2913,1234571359,12961
2914,1234620995,2741
2915,1234589480,3102
2916,1234614147,7768
2917,1234593578,6499
2918,1234637608,19740
2919,1234635589,12565
2920,1234653185,18545
2921,1234621884,15472
2922,1234607705,12839
2923,1234612318,17576
2924,1234577547,19736
2925,1234636567,5636
2926,1234578811,9979
2927,1234662659,9459
2928,1234595960,18010
2929,1234657691,17793
2930,1234581207,2673
2931,1234655591,9232
2932,1234644549,13339
2933,1234568067,5766
2934,1234620493,9767
2935,1234623048,2894
2936,1234604795,4902
2937,1234577330,9768
2938,1234653478,13557
2939,1234602130,4574
2940,1234662428,11964
2941,1234655579,16970
2942,1234603264,13719
2943,1234591542,17149
2944,1234663022,14428
2945,1234593812,9235
2946,1234660955,12499
2947,1234603931,7570
2948,1234629748,13000
2949,1234569349,5522
2950,1234641292,12277
2951,1234622093,7632
2952,1234574965,18279
2953,1234614917,14785
2954,1234667661,8902
2955,1234662253,6763
2956,1234602418,12644
2957,1234584405,12431
2958,1234660159,17014
2959,1234594113,11022
2960,1234610091,13906
2961,1234637347,19842
2962,1234618534,16246
2963,1234569784,9601
2964,1234625441,15462
2965,1234649081,2262
2966,1234607021,12271
2967,1234582433,13205
2968,1234601024,17118
2969,1234615015,15602
2970,1234650390,4166
2971,1234664156,18106
2972,1234641227,9275
2973,1234599811,18262
2974,1234579189,18692
2975,1234606037,11160
2976,1234590666,13207
2977,1234661270,19163
2978,1234589519,14353
2979,1234595048,3414
2980,1234630723,18445
2981,1234622144,2668
2982,1234620398,11380
2983,1234573132,8050
2984,1234663847,8728
2985,1234628932,19346
2986,1234568636,5566
2987,1234592784,5128
2988,1234585518,9339
2989,1234581788,8863
2990,1234625613,14015
2991,1234595223,15619
2992,1234595856,9978
2993,1234619375,6744
2994,1234633824,6118
2995,1234656627,7453
2996,1234614000,15530
2997,1234658429,14505
2998,1234593622,4748
2999,1234644434,14354
3000,1234577097,17479
3001,1234626086,14425
3002,1234607968,13485
3003,1234580338,14706
3004,1234601830,9384
3005,1234581882,15443
3006,1234573437,4834
3007,1234575065,12862
3008,1234588134,14067
3009,1234635211,15616
3010,1234635400,3073
3011,1234625206,6986
3012,1234569450,13579
3013,1234652148,9737
3014,1234621337,6371
3015,1234572259,11444
3016,1234629230,7986
3017,1234595472,16068
3018,1234590031,7557
3019,1234663609,2800
3020,1234608213,16641
3021,1234645237,4815
3022,1234602226,11629
3023,1234568184,2349
3024,1234629464,7292
3025,1234648384,12994
3026,1234657771,18079
3027,1234636763,15491
3028,1234604521,10358
3029,1234626678,17094
3030,1234623181,7347
3031,1234619465,12838
3032,1234569714,17301
3033,1234615764,14523
3034,1234657055,10122
3035,1234608059,2442
3036,1234657154,5748
3037,1234618207,16966
3038,1234601166,18127
3039,1234599767,14168
3040,1234578591,11701
3041,1234662119,2249
3042,1234664250,3912
3043,1234665737,14331
3044,1234637147,19482
3045,1234659761,6600
3046,1234639785,5889
3047,1234582282,13435
3048,1234649595,16230
3049,1234649187,9038
3050,1234620553,13618
3051,1234625089,15211
3052,1234633670,18191
3053,1234653199,12573
3054,1234633075,10324
3055,1234633751,2895
3056,1234608121,19258
3057,1234669811,14700
3058,1234600914,17782
3059,1234624189,8286
3060,1234637216,4245
3061,1234616504,13045
3062,1234662673,6188
3063,1234643496,8877
3064,1234639962,4208
3065,1234642860,8866
3066,1234573934,14897
3067,1234617506,4854
3068,1234580947,5151
3069,1234643219,14667
3070,1234643496,17051
3071,1234655489,15864
3072,1234571490,3578
3073,1234623167,5064
3074,1234623840,2382
3075,1234639401,7563
3076,1234663516,14761
3077,1234575113,19857
3078,1234654984,10349
3079,1234619456,14519
3080,1234573454,8936
3081,1234595045,19587
3082,1234591707,13265
3083,1234604015,12043
3084,1234595024,18519
3085,1234618461,9604
3086,1234585752,5656
3087,1234611866,4452
3088,1234656339,16644
3089,1234644975,3841
3090,1234649898,10904
3091,1234668293,17021
3092,1234648149,13239
3093,1234569558,3791
3094,1234630014,11420
3095,1234648983,18057
3096,1234635217,10262
3097,1234634400,11298
3098,1234615670,17054
3099,1234643078,16397
3100,1234573504,12013
3101,1234663492,17680
3102,1234596771,17838
3103,1234587881,9498
3104,1234670131,12665
3105,1234652163,12079
3106,1234664450,16504
3107,1234576659,16686
3108,1234577672,4193
3109,1234652226,9656
3110,1234604438,10821
3111,1234643457,11431
3112,1234594024,5629
3113,1234595411,18975
3114,1234642401,19994
3115,1234617183,6207
3116,1234575272,4599
3117,1234648979,9054
3118,1234664430,6558
3119,1234605624,2583
3120,1234595580,14822
3121,1234642148,9934
3122,1234617202,6104
3123,1234647336,3979
3124,1234606329,11685
3125,1234601409,12007
3126,1234609612,13579
3127,1234635555,3933
3128,1234605237,7616
3129,1234643658,7407
3130,1234603931,4312
3131,1234667485,6756
3132,1234601775,17239
3133,1234575703,14545
3134,1234669441,12235
3135,1234630186,17963
3136,1234623385,18321
3137,1234654534,7657
3138,1234639963,6357
3139,1234631978,6564
3140,1234636684,16505
3141,1234630885,4616
3142,1234592824,14289
3143,1234573423,6650
3144,1234637993,6869
3145,1234609806,14262
3146,1234653849,2348
3147,1234661275,10851
3148,1234599770,7326
3149,1234573168,17171
3150,1234663301,9497
3151,1234662279,15564
3152,1234664314,10127
3153,1234588115,6102
3154,1234617671,4872
3155,1234610086,14839
3156,1234601390,18198
3157,1234620742,9299
3158,1234623173,14457
3159,1234574455,11910
3160,1234598807,6780
3161,1234653257,12352
3162,1234602043,18721
3163,1234608488,5210
3164,1234611210,18368
3165,1234646508,8958
3166,1234585935,6166
3167,1234609367,4215
3168,1234627132,3157
3169,1234589488,18260
3170,1234595656,3601
3171,1234612901,7783
3172,1234637373,6470
3173,1234639183,10891
3174,1234614151,6093
3175,1234577282,5744
3176,1234569262,10889
3177,1234580191,16934
3178,1234572402,9956
3179,1234612355,2715
3180,1234607645,7443
3181,1234664183,9712
3182,1234597529,14676
3183,1234660765,6986
3184,1234593581,12217
3185,1234641155,13148
3186,1234641994,15568
3187,1234597511,10396
3188,1234617622,8268
3189,1234584261,18410
3190,1234598868,13265
3191,1234632864,18287
3192,1234612960,5823
3193,1234587265,17239
3194,1234626963,17343
3195,1234610950,10453
3196,1234615492,10442
3197,1234607282,15521
3198,1234659273,3883
3199,1234610941,19469
3200,1234630110,6241
3201,1234610169,11848
3202,1234599210,9900
3203,1234614716,6741
3204,1234635586,2232
3205,1234630314,5655
3206,1234589747,5368
3207,1234659528,15831
3208,1234606459,10494
3209,1234574886,6527
3210,1234584219,9425
3211,1234665475,7650
3212,1234635624,6580
3213,1234626638,11491
3214,1234635650,6319
3215,1234613994,9866
3216,1234643868,8636
3217,1234659816,6262
3218,1234574343,3097
3219,1234669329,16458
3220,1234656611,6109
3221,1234583522,7339
3222,1234615511,19714
3223,1234631644,10582
3224,1234568068,7084
3225,1234665314,7757
3226,1234630532,17832
3227,1234617453,6485
3228,1234641298,10382
3229,1234582639,15146
3230,1234662365,7698
3231,1234627495,4641
3232,1234612813,4213
3233,1234590514,17779
3234,1234649673,4326
3235,1234663984,13172
3236,1234650305,8169
3237,1234609958,18142
3238,1234590778,11022
3239,1234655166,16934
3240,1234607023,17972
3241,1234610344,2840
3242,1234613995,3312
3243,1234625149,12974
3244,1234569404,17391
3245,1234594563,8717
3246,1234641179,18251
3247,1234621196,15028
3248,1234636099,8612
3249,1234653731,8799
3250,1234636186,18948
3251,1234611345,6895
3252,1234641830,4112
3253,1234597449,11807
3254,1234607471,15578
3255,1234569971,18562
3256,1234603173,18067
3257,1234668210,18420
3258,1234609911,16293
3259,1234608808,2063
3260,1234667869,17680
3261,1234659260,17669
3262,1234620572,9278
3263,1234592272,6673
3264,1234647267,18728
3265,1234616439,2413
3266,1234583730,15183
3267,1234638991,10979
3268,1234584785,7247
3269,1234623988,15540
3270,1234643202,4515
3271,1234582434,7756
3272,1234641735,15453
3273,1234634194,8146
3274,1234662420,2867
3275,1234629213,19076
3276,1234596919,10460
3277,1234629525,5301
3278,1234603007,2485
3279,1234568448,15119
3280,1234607470,15892
3281,1234600353,11903
3282,1234572646,12279
3283,1234613810,18305
3284,1234629844,9820
3285,1234621382,6853
3286,1234608079,3744
3287,1234602106,6255
3288,1234669160,7815
3289,1234649994,13044
3290,1234576414,19684
3291,1234622231,12231
3292,1234582415,10853
3293,1234643468,15524
3294,1234627787,2149
3295,1234669390,8745
3296,1234629021,15648
3297,1234613758,16252
3298,1234593239,18237
3299,1234631483,6841
3300,1234653707,11309
3301,1234578640,17772
3302,1234642789,6500
3303,1234636393,3515
3304,1234629146,15485
3305,1234608982,17845
3306,1234615050,19186
3307,1234612360,11347
3308,1234656289,3810
3309,1234585597,3695
3310,1234609195,7141
3311,1234571465,19397
3312,1234653294,3804
3313,1234571243,5497
3314,1234650407,5146
3315,1234641229,8428
3316,1234660012,18957
3317,1234628212,5007
3318,1234574714,14633
3319,1234650958,19578
3320,1234602061,17404
3321,1234605309,2992
3322,1234657325,16883
3323,1234639785,10902
3324,1234652688,16049
3325,1234640519,18180
3326,1234613229,17050
3327,1234596356,7939
3328,1234599877,18236
3329,1234630011,4449
3330,1234602910,16205
3331,1234602045,12829
3332,1234602762,16182
3333,1234632905,14546
3334,1234651738,3309
3335,1234632309,18662
3336,1234653376,12143
3337,1234589608,9818
3338,1234626748,13036
3339,1234601228,7307
3340,1234587886,18788
3341,1234597593,16451
3342,1234641143,17458
3343,1234603477,13811
3344,1234578971,12845
3345,1234643732,9745
3346,1234619864,19469
3347,1234616570,4592
3348,1234616565,3683
3349,1234650040,5846
3350,1234638913,19539
3351,1234643229,19767
3352,1234610905,13303
3353,1234651902,9164
3354,1234583482,4337
3355,1234649369,19100
3356,1234638967,2502
3357,1234647977,16727
3358,1234670138,14100
3359,1234591573,4498
3360,1234631397,11228
3361,1234567939,3999
3362,1234644130,13916
3363,1234658744,14342
3364,1234658520,12266
3365,1234619560,18485
3366,1234652849,9475
3367,1234582998,19100
3368,1234633602,13263
3369,1234655430,12456
3370,1234598591,14922
3371,1234598977,7908
3372,1234626526,10803
3373,1234572561,11116
3374,1234614442,5967
3375,1234604570,4771
3376,1234582629,5890
3377,1234666586,19115
3378,1234654309,6814
3379,1234617507,13949
3380,1234670141,15344
3381,1234627053,17446
3382,1234615377,7102
3383,1234640265,5350
3384,1234648252,15519
3385,1234596143,19146
3386,1234621215,15217
3387,1234593859,5247
3388,1234609259,2549
3389,1234627486,14840
3390,1234666411,17118
3391,1234666825,2288
3392,1234652063,13809
3393,1234571660,7733
3394,1234606825,16346
3395,1234668894,12760
3396,1234667015,9349
3397,1234611723,7547
3398,1234631439,4660
3399,1234626976,18789
3400,1234631978,9512
3401,1234576410,11275
3402,1234598651,10896
3403,1234612898,16208
3404,1234622089,16376
3405,1234622275,17725
3406,1234620407,14998
3407,1234618952,5988
3408,1234586035,10829
3409,1234603778,17907
3410,1234631874,18330
3411,1234583425,8124
3412,1234621350,15985
3413,1234644947,18376
3414,1234636976,4525
3415,1234629500,10148
3416,1234650874,19825
3417,1234581675,19637
3418,1234637707,16351
3419,1234606801,17362
3420,1234643664,4605
3421,1234649368,10569
3422,1234651089,5800
3423,1234618854,2263
3424,1234597822,7311
3425,1234581943,17836
3426,1234612336,3285
3427,1234632962,10621
3428,1234660416,9007
3429,1234619779,17107
3430,1234662387,14813
3431,1234623830,19136
3432,1234612223,2578
3433,1234666456,11450
3434,1234612591,10021
3435,1234632499,19112
3436,1234618469,5746
3437,1234599600,17364
3438,1234570719,17382
3439,1234664107,15436
3440,1234578905,10125
3441,1234582461,5190
3442,1234599960,19366
3443,1234615874,15899
3444,1234600090,11166
3445,1234638671,5169
3446,1234628721,17378
3447,1234643042,18129
3448,1234589815,15463
3449,1234596076,9497
3450,1234613861,10333
3451,1234618814,16141
3452,1234605327,19510
3453,1234637641,7685
3454,1234641009,15722
3455,1234573726,19150
3456,1234666687,19347
3457,1234655261,7803
3458,1234608025,7454
3459,1234597287,9440
3460,1234659088,18290
3461,1234619011,4969
3462,1234641198,9356
3463,1234606448,13239
3464,1234592503,8898
3465,1234570727,4123
3466,1234653789,18088
3467,1234617363,13780
3468,1234634778,17677
3469,1234617561,7022
3470,1234608943,4969
3471,1234619713,11604
3472,1234640703,2091
3473,1234636673,10697
3474,1234633124,19405
3475,1234644435,17154
3476,1234609306,19555
3477,1234618730,11095
3478,1234617519,6646
3479,1234620304,18508
3480,1234658142,2854
3481,1234585363,9198
3482,1234610551,11464
3483,1234599190,19206
3484,1234669401,13173
3485,1234656218,9034
3486,1234579223,2028
3487,1234660273,14504
3488,1234584595,14274
3489,1234569793,10559
3490,1234622932,9967
3491,1234618010,8789
3492,1234606489,9150
3493,1234613763,19357
3494,1234664897,15661
3495,1234594064,7252
3496,1234653357,5166
3497,1234634263,4702
3498,1234642310,15203
3499,1234570174,17531
3500,1234637324,4791
3501,1234664552,7345
3502,1234648087,13128
3503,1234629700,2456
3504,1234592145,7352
3505,1234600239,7986
3506,1234577570,3860
3507,1234615411,9226
3508,1234571661,8244
3509,1234602559,19599
3510,1234648008,15897
3511,1234666478,19922
3512,1234637913,5933
3513,1234602381,12769
3514,1234574373,7878
3515,1234588519,9646
3516,1234602182,15142
3517,1234621618,8643
3518,1234611629,8673
3519,1234595689,2492
3520,1234602521,2847
3521,1234656260,14855
3522,1234600321,14050
3523,1234621766,15831
3524,1234615841,14187
3525,1234658541,11697
3526,1234651040,5132
3527,1234655735,4709
3528,1234641034,12815
3529,1234627150,17366
3530,1234604183,14274
3531,1234592443,7195
3532,1234585547,17300
3533,1234632763,14654
3534,1234588701,16364
3535,1234578021,19917
3536,1234619986,15219
3537,1234641171,17647
3538,1234568711,3731
3539,1234640963,19078
3540,1234582269,5939
3541,1234629342,5685
3542,1234634714,12152
3543,1234598301,5566
3544,1234667344,12067
3545,1234607935,12818
3546,1234626541,15266
3547,1234567910,4579
3548,1234619677,4890
3549,1234580092,17144
3550,1234625812,15420
3551,1234572208,10185
3552,1234639340,16514
3553,1234648863,4666
3554,1234639236,4068
3555,1234641583,3457
3556,1234578867,7138
3557,1234601672,10944
3558,1234597679,16607
3559,1234618733,7189
3560,1234579951,7954
3561,1234596719,15904
3562,1234578323,4025
3563,1234610791,5986
3564,1234635205,18856
3565,1234645206,6665
3566,1234651158,17675
3567,1234578178,18627
3568,1234637063,4776
3569,1234592738,18068
3570,1234630114,15104
3571,1234608351,6421
3572,1234639693,19227
3573,1234662439,6348
3574,1234574491,19451
3575,1234650832,18525
3576,1234611333,10318
3577,1234571210,2947
3578,1234659725,15998
3579,1234592469,10672
3580,1234574253,12980
3581,1234638412,16396
3582,1234652069,5948
3583,1234645722,14561
3584,1234569337,15708
3585,1234602147,16696
3586,1234584631,6742
3587,1234638558,9365
3588,1234639092,18791
3589,1234588301,19967
3590,1234604766,11388
3591,1234630102,12500
3592,1234583244,4267
3593,1234607626,9688
3594,1234602099,8579
3595,1234657674,2081
3596,1234636711,10315
3597,1234570243,12180
3598,1234618872,5964
3599,1234641499,8358
3600,1234617200,14245
3601,1234659103,17714
3602,1234652202,3000
3603,1234571604,6683
3604,1234633247,4597
3605,1234609967,15542
3606,1234608311,12352
3607,1234608012,13808
3608,1234608678,9280
3609,1234646452,12322
3610,1234616191,5883
3611,1234658491,14122
3612,1234649642,8522
3613,1234645133,10444
3614,1234615065,2954
3615,1234571331,18929
3616,1234597964,9827
3617,1234639776,14599
3618,1234639815,12983
3619,1234629347,2250
3620,1234663900,16054
3621,1234592877,14447
3622,1234667585,17952
3623,1234614949,11408
3624,1234669805,9890
3625,1234591397,15941
3626,1234625404,15938
3627,1234569815,13639
3628,1234603074,8804
3629,1234598236,10166
3630,1234668250,4643
3631,1234608627,8171
3632,1234626677,11067
3633,1234611235,17646
3634,1234638144,14220
3635,1234614198,9648
3636,1234596230,16906
3637,1234595085,8893
3638,1234638395,12669
3639,1234589514,15049
3640,1234621513,16664
3641,1234652143,9207
3642,1234587156,14756
3643,1234570755,3594
3644,1234623348,5971
3645,1234576569,9962
3646,1234605745,18924
3647,1234649399,11445
3648,1234659241,12352
3649,1234611151,11381
3650,1234662438,16386
3651,1234577558,12572
3652,1234625121,3321
3653,1234615303,2170
3654,1234647050,5342
3655,1234583716,9397
3656,1234570885,5697
3657,1234605131,8197
3658,1234636513,15653
3659,1234636291,14366
3660,1234635214,11078
3661,1234637973,13077
3662,1234666443,11370
3663,1234597116,18835
3664,1234601665,15865
3665,1234655648,9768
3666,1234648256,7755
3667,1234642523,16047
3668,1234609064,14699
3669,1234600145,4441
3670,1234589827,15447
3671,1234641979,13230
3672,1234638078,17554
3673,1234658214,4056
3674,1234626053,15235
3675,1234615476,5448
3676,1234621167,14237
3677,1234650098,11662
3678,1234583166,11366
3679,1234583993,18801
3680,1234592818,6096
3681,1234649017,19753
3682,1234629793,2487
3683,1234585625,13072
3684,1234591936,12298
3685,1234625258,15866
3686,1234593208,13751
3687,1234637218,11840
3688,1234661954,15364
3689,1234626275,3333
3690,1234631410,9557
3691,1234618898,2594
3692,1234603338,19580
3693,1234648164,17404
3694,1234662316,16861
3695,1234611354,9799
3696,1234668667,19402
3697,1234598075,13824
3698,1234640628,7310
3699,1234592051,6309
3700,1234646527,5129
3701,1234576668,19459
3702,1234652390,15702
3703,1234587704,8671
3704,1234642930,3231
3705,1234604442,2601
3706,1234644714,14183
3707,1234633024,12841
3708,1234669677,10594
3709,1234613916,4735
3710,1234652346,5260
3711,1234574718,18913
3712,1234655816,9662
3713,1234599308,6596
3714,1234631869,3825
3715,1234642046,10500
3716,1234597488,8511
3717,1234585835,16138
3718,1234656660,2943
3719,1234625770,3208
3720,1234605686,16771
3721,1234657485,19005
3722,1234625913,5361
3723,1234630337,12701
3724,1234582932,15366
3725,1234610221,3308
3726,1234597177,9961
3727,1234641005,18075
3728,1234604169,16039
3729,1234657054,14641
3730,1234640775,10614
3731,1234591497,12502
3732,1234657012,19449
3733,1234590884,13373
3734,1234656283,5234
3735,1234612074,17643
3736,1234651910,2689
3737,1234670044,6622
3738,1234666177,16817
3739,1234590530,10887
3740,1234667790,3096
3741,1234661974,6871
3742,1234596184,8014
3743,1234610320,5358
3744,1234603139,6091
3745,1234637965,4929
3746,1234607074,10988
3747,1234655816,14507
3748,1234609107,5558
3749,1234601680,12397
3750,1234592287,17581
3751,1234623627,7108
3752,1234642532,16764
3753,1234585942,19610
3754,1234642858,18783
3755,1234602388,17703
3756,1234598238,18877
3757,1234654805,11746
3758,1234633570,15437
3759,1234670120,16676
3760,1234646484,11379
3761,1234615615,5272
3762,1234666629,2204
3763,1234655537,2070
3764,1234667798,2657
3765,1234589467,16897
3766,1234599247,16829
3767,1234594818,14522
3768,1234578427,19044
3769,1234629385,19426
3770,1234612608,13910
3771,1234659754,13700
3772,1234626038,7692
3773,1234588220,16704
3774,1234599812,5535
3775,1234615133,13500
3776,1234599128,14613
3777,1234588766,7203
3778,1234575418,10765
3779,1234595726,9282
3780,1234604722,2501
3781,1234600055,2202
3782,1234594171,3236
3783,1234587020,7287
3784,1234568738,3590
3785,1234576877,8814
3786,1234588364,4583
3787,1234668430,8888
3788,1234661743,6298
3789,1234615639,16328
3790,1234662776,13529
3791,1234596226,7434
3792,1234649922,6472
3793,1234590541,15620
3794,1234595915,8037
3795,1234658906,14578
3796,1234578568,6735
3797,1234615992,3826
3798,1234654760,9436
3799,1234623912,14854
3800,1234668341,16131
3801,1234620162,8364
3802,1234628810,18194
3803,1234591892,6419
3804,1234631263,13023
3805,1234636363,12499
3806,1234589686,16966
3807,1234624258,12884
3808,1234669386,9022
3809,1234624973,10958
3810,1234662929,8240
3811,1234666688,18584
3812,1234586486,18182
3813,1234583085,9747
3814,1234616693,4447
3815,1234569094,9678
3816,1234639125,3036
3817,1234596499,15241
3818,1234579581,14072
3819,1234614979,12495
3820,1234614731,19979
3821,1234619912,19519
3822,1234583634,3196
3823,1234570271,10944
3824,1234599094,11008
3825,1234574940,10039
3826,1234636650,17406
3827,1234617203,2881
3828,1234578249,6053
3829,1234653870,18186
3830,1234666388,18972
3831,1234659489,18758
3832,1234582565,12635
3833,1234597413,4112
3834,1234665227,6130
3835,1234629159,11544
3836,1234589766,5942
3837,1234571667,19288
3838,1234577429,11234
3839,1234586133,7159
3840,1234598109,13817
3841,1234589716,5709
3842,1234665495,11836
3843,1234575082,2541
3844,1234639616,9127
3845,1234612369,17497
3846,1234570277,5462
3847,1234580420,18079
3848,1234648153,9603
3849,1234655084,11885
3850,1234613728,10047
3851,1234604673,19962
3852,1234647730,3906
3853,1234609488,2718
3854,1234592455,18572
3855,1234595153,14869
3856,1234644700,19190
3857,1234591996,12351
3858,1234581958,12388
3859,1234578187,9398
3860,1234642733,15567
3861,1234621606,10508
3862,1234597187,9363
3863,1234583919,13231
3864,1234639852,4782
3865,1234574854,18794
3866,1234657803,19964
3867,1234571043,2301
3868,1234591409,11083
3869,1234608609,4206
3870,1234631268,15699
3871,1234643752,14286
3872,1234633608,17829
3873,1234621977,12020
