cid,reportno,isguilty
13420,3638,0
34644,3639,0
3820,3640,1
3210,3641,1
55052,3642,1
22372,3643,1
15682,3644,1
50900,3645,1
60624,3646,1
92522,3647,1
17628,3648,1
11349,3649,0
7590,3650,0
50141,3651,0
23620,3652,1
30517,3653,1
93153,3654,0
9251,3655,0
95407,3656,1
90281,3657,0
27713,3658,0
2258,3659,1
93866,3660,1
62433,3661,1
26330,3662,1
91136,3663,0
1949,3664,0
46262,3665,1
6988,3666,0
56785,3667,1
60184,3668,1
48099,3669,0
70655,3670,0
59640,3671,1
98506,3672,1
43133,3673,1
36800,3674,1
41303,3675,1
88215,3676,1
21054,3677,0
76187,3678,0
35274,3679,1
61667,3680,1
40007,3681,1
26203,3682,1
1161,3683,0
7043,3684,0
70605,3685,0
36886,3686,1
39763,3687,0
16928,3688,1
99479,3689,1
46012,3690,0
33530,3691,0
22085,3692,1
52745,3693,1
85598,3694,0
61227,3695,0
61149,3696,1
50107,3697,1
96940,3698,1
26310,3699,1
3045,3700,0
42375,3701,1
45162,3702,1
73512,3703,1
95167,3704,0
79303,3705,1
92702,3706,1
90747,3707,1
11758,3708,1
8144,3709,1
14723,3710,1
78910,3711,1
93453,3712,1
70265,3713,1
59686,3714,1
71722,3715,0
94957,3716,0
14688,3717,1
70850,3718,0
16024,3719,0
11071,3720,1
84522,3721,1
63701,3722,1
12102,3723,0
68624,3724,1
3499,3725,0
93702,3726,1
45227,3727,0
24441,3728,0
79139,3729,1
74462,3730,1
22188,3731,1
27256,3732,1
29590,3733,1
85251,3734,0
82619,3735,0
88098,3736,0
64513,3737,0
45988,3738,1
79475,3739,0
53471,3740,1
15164,3741,1
42925,3742,1
77337,3743,1
9461,3744,1
19047,3745,1
62031,3746,1
98617,3747,0
6971,3748,1
34588,3749,1
93229,3750,1
52805,3751,1
56962,3752,1
39977,3753,1
19746,3754,0
61821,3755,0
2891,3756,1
81977,3757,1
81014,3758,0
55611,3759,0
81738,3760,0
63909,3761,0
26727,3762,0
76778,3763,0
35278,3764,0
22635,3765,0
70661,3766,0
15081,3767,1
32277,3768,0
69912,3769,1
65373,3770,1
31893,3771,1
79568,3772,0
13934,3773,1
8939,3774,0
59678,3775,0
55532,3776,1
78979,3777,0
40934,3778,1
92735,3779,0
15061,3780,0
48972,3781,0
53480,3782,0
97825,3783,1
78440,3784,1
58867,3785,1
23490,3786,1
73515,3787,0
96118,3788,1
50770,3789,1
100150,3790,0
35169,3791,1
36692,3792,0
97828,3793,1
87545,3794,0
44259,3795,0
27768,3796,1
61722,3797,0
96806,3798,0
12137,3799,0
13702,3800,1
94507,3801,1
42044,3802,1
91008,3803,0
40175,3804,0
83755,3805,0
20537,3806,1
88771,3807,0
85481,3808,1
72275,3809,1
59905,3810,1
49915,3811,1
18303,3812,1
78212,3813,1
52049,3814,0
78916,3815,1
2540,3816,0
2912,3817,0
28043,3818,1
26190,3819,0
4438,3820,0
5167,3821,0
98197,3822,1
80028,3823,0
30747,3824,1
83120,3825,1
9558,3826,0
28250,3827,1
61614,3828,1
38823,3829,0
9597,3830,1
88875,3831,0
30048,3832,0
38025,3833,0
3157,3834,1
3695,3835,1
89064,3836,0
23479,3837,0
5196,3838,1
89307,3839,1
31298,3840,0
3955,3841,0
52633,3842,0
49203,3843,0
46411,3844,1
45067,3845,1
6865,3846,1
57162,3847,0
97575,3848,1
61657,3849,1
40388,3850,1
98191,3851,1
40472,3852,0
64311,3853,1
29237,3854,1
42026,3855,1
37474,3856,0
66333,3857,1
70426,3858,0
41225,3859,0
55982,3860,1
73632,3861,1
9603,3862,1
47781,3863,1
18142,3864,1
7267,3865,1
11061,3866,1
68194,3867,0
606,3868,0
59125,3869,0
80977,3870,0
18860,3871,0
72969,3872,1
50458,3873,0
6496,3874,1
87252,3875,1
51524,3876,0
6018,3877,1
25481,3878,0
57150,3879,1
94837,3880,1
94055,3881,1
22434,3882,0
53169,3883,1
66149,3884,0
37723,3885,1
69419,3886,0
46919,3887,1
92679,3888,0
54340,3889,1
59300,3890,0
17349,3891,0
69290,3892,1
62616,3893,1
6399,3894,0
21829,3895,1
8999,3896,1
70774,3897,0
71920,3898,1
62176,3899,0
44066,3900,1
84194,3901,0
25002,3902,0
25133,3903,0
28106,3904,1
89988,3905,1
84355,3906,1
41208,3907,0
93098,3908,0
66969,3909,0
33546,3910,0
8276,3911,1
8885,3912,0
802,3913,0
11895,3914,1
83889,3915,1
59676,3916,1
518,3917,0
69667,3918,1
8902,3919,1
85479,3920,0
55400,3921,0
99442,3922,0
18247,3923,0
81004,3924,1
41912,3925,1
30426,3926,1
71895,3927,0
81707,3928,1
54719,3929,1
23434,3930,1
24577,3931,1
92471,3932,0
28305,3933,1
95079,3934,0
61477,3935,1
29562,3936,0
93743,3937,0
69760,3938,1
57268,3939,0
83910,3940,0
71850,3941,0
53317,3942,1
55699,3943,0
65994,3944,0
855,3945,0
95694,3946,1
2129,3947,1
27043,3948,1
76417,3949,0
91718,3950,0
51003,3951,0
63422,3952,1
5417,3953,0
29534,3954,1
35553,3955,1
16789,3956,1
36098,3957,0
34118,3958,1
71318,3959,1
64407,3960,1
86061,3961,1
50958,3962,1
41671,3963,0
95408,3964,0
99848,3965,1
10609,3966,0
33443,3967,1
38237,3968,1
22597,3969,0
80707,3970,0
98812,3971,1
66724,3972,1
36987,3973,1
63343,3974,1
96942,3975,0
55955,3976,0
97609,3977,1
52653,3978,0
34529,3979,1
7326,3980,0
26244,3981,0
80082,3982,1
57451,3983,1
79396,3984,0
93189,3985,0
53464,3986,0
15499,3987,1
90521,3988,0
33728,3989,1
33103,3990,0
53893,3991,0
16920,3992,1
44857,3993,0
45712,3994,0
13313,3995,1
22602,3996,1
25720,3997,0
53796,3998,1
63309,3999,0
41672,4000,1
29018,4001,1
48050,4002,0
28574,4003,0
35732,4004,1
295,4005,0
96318,4006,1
18729,4007,0
91846,4008,1
14635,4009,0
96136,4010,0
79881,4011,1
27061,4012,0
51728,4013,0
7916,4014,0
29306,4015,0
57686,4016,0
35626,4017,1
26026,4018,0
25055,4019,1
77867,4020,1
48322,4021,1
62825,4022,0
43392,4023,0
68323,4024,1
6425,4025,0
96835,4026,0
78379,4027,0
56386,4028,0
74142,4029,0
63381,4030,1
24999,4031,0
27909,4032,0
2901,4033,1
29635,4034,1
71471,4035,0
53443,4036,0
11672,4037,1
80818,4038,0
91334,4039,1
15942,4040,0
61519,4041,1
92981,4042,0
50812,4043,0
35682,4044,1
41178,4045,0
82938,4046,0
82197,4047,0
57697,4048,1
46018,4049,0
69777,4050,0
80807,4051,0
69833,4052,1
54112,4053,1
88662,4054,1
13352,4055,0
49000,4056,0
8136,4057,0
62448,4058,0
89534,4059,0
92707,4060,0
97643,4061,0
8394,4062,0
31461,4063,0
25386,4064,1
52193,4065,0
72765,4066,0
18674,4067,1
39524,4068,1
77254,4069,1
88270,4070,0
94293,4071,0
1682,4072,1
51897,4073,0
8465,4074,0
11797,4075,0
10160,4076,0
32547,4077,1
21581,4078,1
83016,4079,0
53744,4080,1
8474,4081,1
47353,4082,1
86940,4083,0
75066,4084,1
75092,4085,0
78975,4086,1
14334,4087,1
87522,4088,0
53281,4089,0
53194,4090,0
91411,4091,1
34338,4092,0
94922,4093,0
673,4094,0
46357,4095,0
39594,4096,0
93789,4097,1
53688,4098,0
22480,4099,1
59879,4100,1
9651,4101,1
68597,4102,0
12391,4103,1
20039,4104,1
68755,4105,1
46764,4106,1
48290,4107,1
1347,4108,0
3439,4109,1
30226,4110,1
68885,4111,0
77885,4112,0
75409,4113,1
20745,4114,0
37985,4115,0
69705,4116,0
33544,4117,1
83938,4118,1
80992,4119,1
74155,4120,0
42037,4121,1
60812,4122,1
2669,4123,1
14349,4124,0
15491,4125,0
50792,4126,0
93423,4127,1
83697,4128,0
78440,4129,0
73598,4130,0
88333,4131,1
62588,4132,1
91974,4133,1
91557,4134,0
79080,4135,0
29608,4136,1
67221,4137,0
92849,4138,0
29608,4139,1
36112,4140,0
39163,4141,0
98701,4142,1
40255,4143,1
38418,4144,0
23334,4145,1
19270,4146,1
50136,4147,0
50781,4148,1
10304,4149,0
52863,4150,1
69800,4151,1
28091,4152,1
23330,4153,1
2613,4154,0
88487,4155,1
50406,4156,1
88684,4157,0
45779,4158,1
13160,4159,0
66711,4160,0
35461,4161,1
17668,4162,0
80879,4163,0
44189,4164,0
39837,4165,1
92931,4166,0
18129,4167,1
87809,4168,1
56753,4169,1
41040,4170,1
57086,4171,0
97167,4172,0
76719,4173,0
90853,4174,0
27854,4175,1
17973,4176,0
31068,4177,0
66688,4178,1
73279,4179,0
33769,4180,1
44112,4181,0
41731,4182,0
66890,4183,1
71979,4184,1
38760,4185,0
11163,4186,0
46395,4187,1
39098,4188,0
35878,4189,1
33078,4190,0
61001,4191,0
23679,4192,1
18830,4193,1
49881,4194,1
65268,4195,1
82382,4196,0
17403,4197,0
11516,4198,1
75507,4199,0
20021,4200,0
49859,4201,0
60686,4202,1
100078,4203,0
36457,4204,0
51799,4205,0
81007,4206,0
79842,4207,1
6000,4208,1
33753,4209,1
91491,4210,0
37462,4211,0
29685,4212,1
68850,4213,1
68352,4214,1
52739,4215,1
73076,4216,1
28636,4217,1
71060,4218,0
79122,4219,0
986,4220,0
81648,4221,0
54974,4222,0
19763,4223,0
44141,4224,0
15383,4225,0
24286,4226,1
19219,4227,0
35796,4228,0
82902,4229,1
19924,4230,0
2765,4231,0
5815,4232,0
24418,4233,1
75971,4234,0
54258,4235,0
74419,4236,1
94746,4237,0
61347,4238,1
36106,4239,0
61188,4240,1
40127,4241,1
76762,4242,1
71263,4243,0
71495,4244,0
11618,4245,1
57129,4246,1
67894,4247,1
84774,4248,0
56951,4249,0
18996,4250,1
6323,4251,1
36100,4252,1
27686,4253,1
36386,4254,1
81983,4255,1
43206,4256,0
94882,4257,0
61565,4258,0
87407,4259,1
70203,4260,0
78088,4261,1
84094,4262,1
35420,4263,0
14859,4264,1
44303,4265,1
30578,4266,1
18633,4267,0
94712,4268,1
51478,4269,0
79058,4270,0
81669,4271,1
29874,4272,0
69118,4273,1
36541,4274,1
42856,4275,1
81457,4276,0
96613,4277,1
28536,4278,0
69662,4279,0
27054,4280,0
41011,4281,0
8766,4282,0
7019,4283,1
62339,4284,0
56823,4285,1
6840,4286,0
15933,4287,0
25780,4288,1
43731,4289,0
82491,4290,1
17361,4291,1
41828,4292,0
85294,4293,1
16694,4294,1
81721,4295,0
92056,4296,0
56825,4297,0
67574,4298,0
8161,4299,1
7939,4300,1
7212,4301,1
16111,4302,1
73438,4303,0
97182,4304,1
25540,4305,0
10435,4306,1
35280,4307,1
94004,4308,0
66246,4309,1
34499,4310,1
21550,4311,0
79729,4312,0
53005,4313,1
57081,4314,0
54522,4315,1
82050,4316,0
87054,4317,0
47289,4318,1
97574,4319,0
6064,4320,1
64734,4321,0
28699,4322,0
55332,4323,0
67181,4324,1
11627,4325,1
72147,4326,0
86812,4327,1
59347,4328,0
98745,4329,0
51792,4330,1
40704,4331,0
40655,4332,0
83377,4333,0
27631,4334,0
43312,4335,0
65118,4336,0
9854,4337,0
2169,4338,0
35770,4339,0
65633,4340,0
10800,4341,1
2193,4342,0
44555,4343,1
3790,4344,1
41669,4345,1
87455,4346,1
6145,4347,0
97056,4348,0
25832,4349,1
91051,4350,0
34614,4351,0
45750,4352,1
14946,4353,0
8348,4354,0
84367,4355,1
76166,4356,0
3994,4357,1
61958,4358,1
60580,4359,1
73692,4360,1
33669,4361,0
61411,4362,1
58680,4363,0
22894,4364,0
16092,4365,0
67014,4366,0
15596,4367,0
19936,4368,0
11458,4369,0
48740,4370,1
16507,4371,0
20906,4372,1
75615,4373,0
25938,4374,1
10330,4375,1
12261,4376,1
44609,4377,0
64429,4378,0
65507,4379,1
42739,4380,1
88225,4381,1
77550,4382,1
87992,4383,0
45478,4384,0
57039,4385,0
63782,4386,1
41325,4387,0
14564,4388,0
36292,4389,0
22646,4390,1
57229,4391,1
38567,4392,0
37383,4393,1
59439,4394,1
67541,4395,1
66579,4396,0
9215,4397,0
73273,4398,1
74085,4399,0
23417,4400,1
1751,4401,1
31657,4402,0
8305,4403,0
52922,4404,1
52728,4405,1
61158,4406,1
60919,4407,0
72835,4408,1
7124,4409,0
75344,4410,1
8564,4411,0
72384,4412,0
65407,4413,1
97454,4414,1
7355,4415,1
35935,4416,0
93220,4417,1
24077,4418,1
36743,4419,0
73713,4420,1
79415,4421,1
90830,4422,1
46719,4423,1
57768,4424,1
37841,4425,0
34457,4426,0
42032,4427,0
2773,4428,1
94006,4429,0
53913,4430,0
3010,4431,0
52156,4432,1
6872,4433,1
43654,4434,0
82919,4435,0
32727,4436,1
3858,4437,1
65081,4438,0
30679,4439,1
24426,4440,1
95802,4441,0
39398,4442,0
80667,4443,1
54103,4444,1
74266,4445,1
233,4446,0
18560,4447,0
38661,4448,0
80305,4449,0
10083,4450,0
8816,4451,1
92661,4452,0
37278,4453,0
45771,4454,0
41884,4455,0
25543,4456,1
58494,4457,1
17348,4458,1
14849,4459,0
34432,4460,0
26393,4461,0
57003,4462,0
96335,4463,0
21516,4464,0
51659,4465,0
92179,4466,1
44795,4467,1
27346,4468,1
24075,4469,1
40734,4470,0
48871,4471,1
75805,4472,1
67517,4473,0
27103,4474,0
81285,4475,1
28512,4476,0
51364,4477,0
15060,4478,0
49491,4479,1
49679,4480,0
66955,4481,0
91475,4482,0
41260,4483,0
34354,4484,1
60372,4485,1
88108,4486,0
12123,4487,0
33846,4488,1
6357,4489,1
96337,4490,0
50961,4491,1
46915,4492,1
47447,4493,1
20335,4494,0
7428,4495,0
94171,4496,0
29301,4497,0
44928,4498,1
35803,4499,0
63374,4500,0
90971,4501,0
37966,4502,0
59512,4503,0
83690,4504,1
35915,4505,0
22480,4506,1
11900,4507,1
85779,4508,1
2644,4509,1
14006,4510,0
62422,4511,1
93034,4512,0
27477,4513,1
22873,4514,1
14533,4515,0
63746,4516,1
51887,4517,0
96941,4518,1
21452,4519,0
67332,4520,0
67489,4521,1
28958,4522,1
80704,4523,1
10568,4524,0
69231,4525,1
41689,4526,0
81099,4527,0
20596,4528,0
78781,4529,1
75123,4530,1
64356,4531,1
87230,4532,1
37292,4533,1
90219,4534,1
46578,4535,1
10233,4536,1
25801,4537,0
7280,4538,1
46705,4539,1
75304,4540,1
39768,4541,0
94694,4542,0
28278,4543,0
41466,4544,0
36554,4545,1
25814,4546,0
86699,4547,1
68143,4548,0
62038,4549,1
33247,4550,0
58534,4551,1
43081,4552,1
55636,4553,0
10699,4554,1
64066,4555,1
25849,4556,0
91297,4557,0
14306,4558,1
30098,4559,1
14085,4560,1
100234,4561,0
46243,4562,1
95195,4563,0
18408,4564,1
15212,4565,1
30010,4566,1
40889,4567,0
69377,4568,1
82274,4569,1
98788,4570,1
42230,4571,1
92964,4572,0
7258,4573,1
89229,4574,0
22885,4575,1
4064,4576,1
66958,4577,0
96085,4578,0
89050,4579,1
91232,4580,1
53656,4581,0
77889,4582,0
64418,4583,1
80932,4584,1
31173,4585,0
97886,4586,1
97977,4587,0
9534,4588,1
27377,4589,1
60032,4590,1
5274,4591,1
36707,4592,1
91114,4593,1
88201,4594,1
24879,4595,1
49056,4596,1
33327,4597,0
45644,4598,0
27723,4599,0
15143,4600,1
69467,4601,0
48430,4602,1
88657,4603,1
38443,4604,0
74180,4605,1
78494,4606,1
19101,4607,1
21213,4608,0
99812,4609,1
33167,4610,0
28485,4611,0
43192,4612,0
43703,4613,0
61380,4614,1
9523,4615,0
35223,4616,0
24520,4617,1
7043,4618,0
98722,4619,1
19705,4620,1
92364,4621,1
81490,4622,0
66942,4623,0
67693,4624,0
44930,4625,1
50981,4626,1
46990,4627,1
55178,4628,0
99689,4629,1
35519,4630,1
5220,4631,0
57696,4632,1
69209,4633,1
62429,4634,1
60286,4635,0
34090,4636,0
5728,4637,1
50898,4638,1
12417,4639,1
24213,4640,0
18183,4641,1
91587,4642,0
71628,4643,1
30665,4644,0
88214,4645,1
8215,4646,0
62654,4647,1
1471,4648,0
98978,4649,0
5574,4650,1
77969,4651,0
51328,4652,0
61921,4653,1
40876,4654,1
48180,4655,1
84145,4656,0
15347,4657,1
79251,4658,1
88475,4659,1
34589,4660,1
59100,4661,1
39346,4662,0
67138,4663,1
93099,4664,0
29222,4665,0
55609,4666,0
84050,4667,1
65568,4668,1
38885,4669,0
69189,4670,1
45555,4671,0
38532,4672,0
7805,4673,1
71743,4674,1
84383,4675,1
7799,4676,1
43196,4677,0
9127,4678,1
52580,4679,0
19176,4680,1
76102,4681,0
41003,4682,0
26652,4683,0
42399,4684,0
83046,4685,1
68479,4686,1
28184,4687,1
24972,4688,0
89547,4689,1
46194,4690,1
48076,4691,1
81283,4692,0
88489,4693,1
49830,4694,1
4835,4695,0
59374,4696,0
75193,4697,1
26514,4698,0
67861,4699,0
17738,4700,1
90533,4701,1
74010,4702,1
96352,4703,1
10343,4704,1
69235,4705,0
83236,4706,1
21325,4707,1
8983,4708,0
48193,4709,1
58124,4710,1
22402,4711,1
86701,4712,1
94318,4713,1
55923,4714,0
8944,4715,0
77682,4716,0
17596,4717,1
43531,4718,0
46983,4719,0
7435,4720,0
71725,4721,1
85663,4722,0
61051,4723,0
61873,4724,0
82118,4725,0
59416,4726,0
96454,4727,0
46156,4728,0
34232,4729,1
11779,4730,1
38265,4731,1
67612,4732,1
15901,4733,1
91778,4734,0
68956,4735,1
9472,4736,1
76135,4737,1
38950,4738,0
76542,4739,0
53069,4740,0
84794,4741,0
50129,4742,1
77166,4743,0
33164,4744,1
53872,4745,0
3483,4746,0
73142,4747,0
59992,4748,0
10550,4749,0
43056,4750,0
67181,4751,1
1095,4752,1
88680,4753,0
8686,4754,1
19561,4755,0
41944,4756,1
45475,4757,0
95721,4758,0
56871,4759,0
53396,4760,0
71655,4761,0
80972,4762,1
27030,4763,1
15704,4764,0
98415,4765,0
23456,4766,1
22143,4767,0
16485,4768,1
49210,4769,1
11072,4770,1
83495,4771,0
46411,4772,1
96179,4773,1
1297,4774,0
37879,4775,1
70790,4776,1
39469,4777,1
7643,4778,1
34521,4779,0
24732,4780,1
57422,4781,1
53448,4782,0
15421,4783,0
76599,4784,0
76119,4785,0
75671,4786,1
41622,4787,1
59744,4788,0
77915,4789,1
23820,4790,0
53349,4791,0
38354,4792,0
6059,4793,0
67505,4794,1
38509,4795,1
96416,4796,1
89121,4797,1
96409,4798,0
31510,4799,1
39614,4800,1
92489,4801,1
47477,4802,1
78401,4803,0
16858,4804,0
61123,4805,0
94698,4806,0
65071,4807,1
81855,4808,0
74362,4809,1
61575,4810,0
47794,4811,1
52091,4812,1
14678,4813,0
71151,4814,0
19096,4815,0
49225,4816,0
4658,4817,1
52052,4818,0
59459,4819,1
87028,4820,1
25257,4821,0
92648,4822,0
57560,4823,1
38911,4824,1
14861,4825,1
28044,4826,0
33294,4827,0
90689,4828,1
82711,4829,0
78988,4830,0
37064,4831,1
97054,4832,0
10300,4833,1
10644,4834,0
25488,4835,1
71329,4836,0
1404,4837,0
80246,4838,1
61665,4839,0
56494,4840,1
69943,4841,0
38540,4842,0
46176,4843,1
83041,4844,1
9490,4845,1
46285,4846,0
5375,4847,0
29868,4848,1
26913,4849,0
3596,4850,1
7974,4851,0
16269,4852,1
100266,4853,0
66056,4854,0
38949,4855,0
5215,4856,0
74734,4857,0
47592,4858,1
33677,4859,1
25888,4860,0
89924,4861,1
87267,4862,1
54535,4863,0
89144,4864,1
33646,4865,0
26525,4866,1
76786,4867,1
36981,4868,0
76115,4869,1
95543,4870,0
20184,4871,1
76071,4872,1
91561,4873,1
93768,4874,0
17946,4875,1
87987,4876,1
64478,4877,0
44009,4878,1
14806,4879,1
40877,4880,0
46808,4881,0
97776,4882,1
6242,4883,0
90663,4884,1
100365,4885,0
30409,4886,1
11200,4887,1
83710,4888,0
3539,4889,0
31741,4890,1
96643,4891,0
78630,4892,1
11256,4893,1
26106,4894,1
93871,4895,1
52056,4896,1
48881,4897,1
37552,4898,1
11882,4899,1
12133,4900,1
93527,4901,1
10542,4902,0
71029,4903,0
44049,4904,1
23832,4905,1
62376,4906,1
34253,4907,0
96170,4908,0
90886,4909,1
20116,4910,0
73850,4911,1
10780,4912,1
29667,4913,1
81928,4914,1
20264,4915,0
29916,4916,1
88723,4917,0
79736,4918,1
66659,4919,1
96763,4920,1
12419,4921,1
65471,4922,1
57137,4923,1
4190,4924,0
58790,4925,1
67092,4926,0
22544,4927,0
81990,4928,0
24420,4929,0
52534,4930,0
95680,4931,0
21728,4932,0
42199,4933,1
91065,4934,0
58621,4935,1
30788,4936,1
30446,4937,0
55572,4938,1
33715,4939,1
14264,4940,0
36970,4941,0
90948,4942,1
18517,4943,0
46880,4944,0
46731,4945,0
76627,4946,1
70568,4947,0
98516,4948,1
33100,4949,1
94161,4950,0
58923,4951,1
79368,4952,0
30444,4953,1
73266,4954,1
45456,4955,0
81496,4956,1
77292,4957,0
31231,4958,0
71030,4959,1
75960,4960,0
74542,4961,0
51451,4962,0
99730,4963,1
2367,4964,0
35219,4965,0
95657,4966,0
23372,4967,1
91210,4968,1
13705,4969,1
14702,4970,0
23700,4971,0
73815,4972,1
44687,4973,0
45857,4974,1
12787,4975,1
80987,4976,1
60717,4977,1
2458,4978,1
74672,4979,0
22196,4980,0
15236,4981,0
97467,4982,0
18866,4983,1
23270,4984,0
70667,4985,0
77066,4986,0
68705,4987,0
66983,4988,0
95605,4989,0
76846,4990,0
21046,4991,0
29972,4992,0
22649,4993,1
2805,4994,1
51009,4995,1
58760,4996,0
46791,4997,1
15093,4998,1
75658,4999,1
50091,5000,1
75494,5001,1
50855,5002,0
50073,5003,1
49833,5004,0
87527,5005,1
90027,5006,1
24784,5007,0
16785,5008,1
49014,5009,0
68836,5010,0
36746,5011,0
62793,5012,0
13074,5013,0
5991,5014,1
92644,5015,0
2004,5016,1
44564,5017,1
75537,5018,1
61118,5019,0
19710,5020,1
63815,5021,1
92122,5022,1
88647,5023,0
30712,5024,1
32277,5025,1
73081,5026,1
90202,5027,0
38192,5028,1
46347,5029,1
68883,5030,1
17199,5031,0
40760,5032,1
58004,5033,1
62157,5034,1
98617,5035,0
89311,5036,1
11830,5037,1
32892,5038,1
88552,5039,1
100158,5040,1
73331,5041,1
72130,5042,0
47446,5043,1
8864,5044,0
6790,5045,0
83699,5046,1
90198,5047,0
12522,5048,0
30010,5049,0
3161,5050,0
11190,5051,1
75506,5052,1
78767,5053,0
41771,5054,0
43864,5055,1
22095,5056,1
91702,5057,0
60207,5058,0
42346,5059,1
42782,5060,0
26834,5061,1
42299,5062,1
47384,5063,1
91329,5064,0
79476,5065,0
80744,5066,1
25803,5067,1
65756,5068,0
92396,5069,1
46273,5070,0
33332,5071,0
72322,5072,0
27738,5073,0
19746,5074,1
58008,5075,0
90006,5076,0
25083,5077,1
71821,5078,1
93544,5079,0
1911,5080,0
79173,5081,0
87313,5082,0
44072,5083,1
94126,5084,0
82393,5085,0
28292,5086,1
32022,5087,0
84529,5088,1
77172,5089,1
51737,5090,1
78890,5091,1
16648,5092,0
85415,5093,1
45725,5094,0
96402,5095,0
99716,5096,1
70637,5097,1
63731,5098,0
33620,5099,1
47036,5100,0
50251,5101,0
40437,5102,1
86191,5103,1
19208,5104,1
25087,5105,1
88167,5106,1
94607,5107,1
71629,5108,1
16581,5109,1
85096,5110,0
36422,5111,1
21037,5112,0
11087,5113,0
84675,5114,1
96353,5115,1
1734,5116,1
98219,5117,0
57352,5118,1
43203,5119,0
74320,5120,0
86409,5121,1
89462,5122,0
43373,5123,1
4089,5124,0
13437,5125,0
8100,5126,0
88800,5127,1
76272,5128,1
50104,5129,0
50324,5130,1
90287,5131,1
46263,5132,0
61110,5133,0
95550,5134,0
11519,5135,0
96786,5136,0
79436,5137,1
54056,5138,0
1691,5139,0
33157,5140,0
61449,5141,0
64527,5142,0
633,5143,0
29758,5144,0
2837,5145,0
90864,5146,0
35742,5147,1
99196,5148,0
55066,5149,1
346,5150,0
59787,5151,0
93244,5152,1
92442,5153,1
2410,5154,1
77248,5155,1
54695,5156,1
14598,5157,0
3280,5158,1
25928,5159,1
1556,5160,0
31905,5161,1
29342,5162,0
23500,5163,0
55935,5164,1
63971,5165,0
94551,5166,1
71626,5167,0
50387,5168,0
48340,5169,1
40148,5170,0
94068,5171,1
41888,5172,1
98434,5173,0
1741,5174,0
28455,5175,0
53893,5176,0
26443,5177,0
21274,5178,1
61967,5179,1
84801,5180,0
72542,5181,0
67262,5182,1
70366,5183,0
48764,5184,0
11691,5185,0
48609,5186,0
89937,5187,0
79783,5188,1
92223,5189,0
66158,5190,1
92601,5191,1
4592,5192,0
51630,5193,0
40350,5194,1
15549,5195,0
20072,5196,0
34922,5197,1
85384,5198,1
84378,5199,1
20941,5200,0
6826,5201,0
19970,5202,1
87433,5203,0
9237,5204,0
92815,5205,1
60415,5206,0
7600,5207,1
99526,5208,1
9124,5209,0
85616,5210,0
99254,5211,0
1298,5212,1
40414,5213,1
74902,5214,1
38106,5215,0
42752,5216,0
39493,5217,1
41170,5218,0
87068,5219,0
72010,5220,1
42459,5221,0
58794,5222,1
24241,5223,0
98620,5224,1
64053,5225,1
38456,5226,0
6541,5227,1
86175,5228,1
24744,5229,0
83872,5230,0
94100,5231,1
34416,5232,1
14398,5233,0
85167,5234,1
10136,5235,1
7751,5236,0
32693,5237,0
78686,5238,1
90778,5239,1
3319,5240,0
79628,5241,1
75933,5242,1
29522,5243,1
60373,5244,1
54642,5245,0
26700,5246,1
21772,5247,1
64801,5248,0
21104,5249,0
21469,5250,1
40053,5251,1
85084,5252,0
24032,5253,1
52453,5254,1
98013,5255,1
32919,5256,0
11947,5257,0
25397,5258,0
22691,5259,1
27229,5260,1
84649,5261,1
67093,5262,1
76434,5263,1
77128,5264,1
89175,5265,1
57480,5266,0
48292,5267,0
55630,5268,0
56920,5269,0
11216,5270,1
47390,5271,0
86319,5272,1
8214,5273,1
12141,5274,0
68912,5275,1
35502,5276,1
30332,5277,1
27321,5278,0
21053,5279,0
29782,5280,0
43688,5281,1
71236,5282,0
94966,5283,0
15741,5284,0
94595,5285,1
9390,5286,1
37043,5287,1
93447,5288,0
65760,5289,1
48135,5290,1
9172,5291,1
19830,5292,0
66498,5293,1
72911,5294,0
10663,5295,1
55778,5296,0
32925,5297,1
44003,5298,1
24132,5299,0
6906,5300,1
22201,5301,0
54670,5302,1
85424,5303,0
59296,5304,0
32050,5305,0
19787,5306,0
99415,5307,0
43781,5308,1
26990,5309,1
96296,5310,0
82842,5311,1
23711,5312,1
74156,5313,1
85611,5314,1
84839,5315,1
91,5316,1
78327,5317,1
52069,5318,0
46656,5319,0
16334,5320,1
26440,5321,0
11037,5322,0
51757,5323,0
67961,5324,0
70163,5325,0
72372,5326,1
28170,5327,0
55561,5328,0
81434,5329,1
73119,5330,1
74130,5331,0
22816,5332,1
23153,5333,1
36161,5334,0
89861,5335,0
14645,5336,1
46153,5337,0
28715,5338,1
17470,5339,1
23551,5340,1
90070,5341,1
98984,5342,0
54826,5343,1
60496,5344,1
27497,5345,0
63184,5346,0
36230,5347,0
62407,5348,1
97092,5349,0
9998,5350,1
51389,5351,1
78040,5352,1
1091,5353,0
8812,5354,1
65293,5355,0
22153,5356,1
18291,5357,0
20569,5358,0
61107,5359,0
74871,5360,0
96001,5361,0
50164,5362,0
80373,5363,0
54028,5364,0
50383,5365,1
71595,5366,0
14069,5367,0
67559,5368,1
62656,5369,0
18606,5370,1
81922,5371,0
51496,5372,1
25285,5373,1
34104,5374,1
20694,5375,1
21082,5376,0
50946,5377,1
311,5378,0
95034,5379,0
48998,5380,0
22483,5381,1
18306,5382,1
29821,5383,0
1542,5384,1
93382,5385,0
41221,5386,1
17445,5387,1
