planno,cid,aid
3,15559,2784
2,15560,589
4,15561,2666
1,15562,844
3,15563,3519
3,15564,784
3,15565,285
2,15566,1002
2,15567,2818
1,15568,3485
2,15569,1110
3,15570,2699
2,15571,1729
4,15572,3591
3,15573,2766
4,15574,2857
4,15575,281
1,15576,3568
3,15577,3136
2,15578,131
2,15579,2046
2,15580,2907
1,15581,1564
1,15582,2042
4,15583,2672
4,15584,2125
4,15585,2050
4,15586,3445
1,15587,3040
2,15588,1998
2,15589,2311
3,15590,1392
1,15591,2251
3,15592,386
2,15593,1340
3,15594,2278
3,15595,82
1,15596,1441
2,15597,3176
3,15598,3079
4,15599,1594
1,15600,107
1,15601,3518
3,15602,957
4,15603,1402
1,15604,1909
1,15605,305
2,15606,830
1,15607,273
2,15608,995
3,15609,3273
1,15610,1436
4,15611,1228
3,15612,43
3,15613,3119
2,15614,2937
1,15615,1201
3,15616,1790
3,15617,258
1,15618,3587
2,15619,3157
4,15620,3024
4,15621,1033
2,15622,3501
4,15623,1522
1,15624,2896
3,15625,2692
3,15626,2138
1,15627,535
1,15628,1397
4,15629,1687
3,15630,348
4,15631,3371
4,15632,2992
4,15633,1386
4,15634,1572
3,15635,1597
1,15636,2349
2,15637,3546
1,15638,3377
1,15639,2204
2,15640,1973
3,15641,3209
1,15642,1355
2,15643,3640
2,15644,124
2,15645,2774
4,15646,3489
2,15647,2418
2,15648,3095
4,15649,974
3,15650,481
1,15651,2338
4,15652,41
1,15653,259
2,15654,185
4,15655,1998
1,15656,2908
3,15657,3082
1,15658,969
3,15659,633
4,15660,688
3,15661,3060
1,15662,38
4,15663,3333
1,15664,1592
4,15665,1368
1,15666,2282
4,15667,1419
2,15668,652
1,15669,1418
3,15670,1996
3,15671,2037
1,15672,1947
1,15673,1098
3,15674,3402
3,15675,1006
1,15676,470
4,15677,251
2,15678,2767
4,15679,857
4,15680,2181
4,15681,3569
1,15682,1936
1,15683,160
1,15684,110
1,15685,1142
1,15686,1016
2,15687,634
2,15688,1244
2,15689,3638
2,15690,2872
3,15691,1406
3,15692,2234
4,15693,2015
2,15694,1750
2,15695,845
3,15696,1588
1,15697,1697
2,15698,1572
1,15699,2952
3,15700,1617
3,15701,170
3,15702,2772
2,15703,651
2,15704,1675
3,15705,2979
4,15706,2920
1,15707,1602
1,15708,1039
4,15709,77
2,15710,809
2,15711,3232
1,15712,1006
1,15713,1881
2,15714,1081
2,15715,412
1,15716,2937
1,15717,3262
3,15718,3061
4,15719,1869
3,15720,2891
4,15721,1420
2,15722,1084
2,15723,2743
1,15724,3207
3,15725,1399
2,15726,3423
1,15727,449
2,15728,1785
3,15729,758
1,15730,1727
2,15731,2587
4,15732,368
3,15733,2361
4,15734,744
4,15735,2816
1,15736,2463
4,15737,3194
3,15738,1444
3,15739,837
4,15740,3100
4,15741,2827
4,15742,768
1,15743,3381
1,15744,1223
3,15745,241
1,15746,2162
1,15747,914
2,15748,3163
3,15749,2566
3,15750,719
4,15751,1788
4,15752,1538
4,15753,1964
3,15754,723
4,15755,76
2,15756,3005
3,15757,3087
1,15758,3608
2,15759,3230
3,15760,937
2,15761,1768
2,15762,187
4,15763,2966
4,15764,1171
1,15765,2550
1,15766,3206
4,15767,3529
3,15768,3464
2,15769,971
2,15770,1778
3,15771,3145
3,15772,3173
3,15773,2126
1,15774,1733
2,15775,1380
2,15776,155
2,15777,1993
2,15778,831
2,15779,166
1,15780,849
1,15781,440
3,15782,11
3,15783,2586
1,15784,256
2,15785,2600
2,15786,1346
2,15787,2140
1,15788,482
4,15789,3557
1,15790,596
3,15791,3195
3,15792,1195
3,15793,2210
4,15794,1333
2,15795,3340
4,15796,1716
4,15797,2139
3,15798,336
3,15799,408
1,15800,2081
1,15801,1864
4,15802,1003
3,15803,2142
3,15804,3301
4,15805,1248
2,15806,2805
1,15807,439
4,15808,1188
2,15809,3471
3,15810,542
2,15811,191
4,15812,3385
2,15813,2852
2,15814,1906
2,15815,3107
3,15816,418
4,15817,2263
2,15818,3359
1,15819,1188
3,15820,556
2,15821,1992
4,15822,2286
2,15823,2632
3,15824,3429
1,15825,3239
4,15826,656
2,15827,768
1,15828,869
2,15829,949
1,15830,1397
4,15831,859
4,15832,3152
1,15833,2989
3,15834,174
1,15835,827
4,15836,842
4,15837,389
3,15838,1750
1,15839,3459
1,15840,1161
4,15841,1337
4,15842,546
2,15843,547
4,15844,1048
2,15845,1446
3,15846,3572
3,15847,1819
4,15848,2620
1,15849,3251
1,15850,2569
3,15851,1087
2,15852,2917
2,15853,1565
3,15854,463
3,15855,1662
1,15856,2475
3,15857,3490
1,15858,1885
3,15859,2076
2,15860,3478
1,15861,2440
1,15862,1111
3,15863,544
1,15864,517
2,15865,1417
3,15866,3586
2,15867,3358
1,15868,1548
4,15869,2445
2,15870,715
2,15871,3563
3,15872,2924
1,15873,2674
3,15874,421
2,15875,1425
3,15876,2722
4,15877,2062
4,15878,421
2,15879,3064
4,15880,2429
4,15881,1331
2,15882,2509
4,15883,472
3,15884,580
4,15885,101
4,15886,2286
4,15887,2825
2,15888,174
1,15889,3019
3,15890,286
2,15891,182
3,15892,800
3,15893,516
1,15894,496
1,15895,3056
1,15896,2143
1,15897,3373
1,15898,117
3,15899,2859
3,15900,2806
4,15901,2435
1,15902,423
4,15903,3521
4,15904,316
3,15905,3612
4,15906,3194
3,15907,1627
1,15908,2030
2,15909,731
2,15910,3349
3,15911,1114
4,15912,2997
2,15913,626
1,15914,906
1,15915,543
1,15916,23
1,15917,2263
1,15918,2738
4,15919,2017
2,15920,2396
3,15921,2825
2,15922,1435
4,15923,135
1,15924,1220
2,15925,1343
1,15926,1376
4,15927,2013
2,15928,2089
1,15929,97
2,15930,924
3,15931,2261
2,15932,666
2,15933,2870
3,15934,602
1,15935,2286
1,15936,1248
3,15937,2653
1,15938,2021
4,15939,2600
4,15940,1891
2,15941,2654
1,15942,1069
1,15943,2899
3,15944,1152
2,15945,482
1,15946,2477
1,15947,3262
4,15948,1421
1,15949,1330
1,15950,1866
3,15951,2938
2,15952,2149
3,15953,410
1,15954,2100
3,15955,2269
3,15956,1999
4,15957,311
1,15958,990
2,15959,1095
4,15960,3338
4,15961,1299
2,15962,1445
2,15963,2600
1,15964,2639
1,15965,850
3,15966,1496
4,15967,1050
1,15968,1660
2,15969,296
4,15970,7
3,15971,1124
4,15972,1995
3,15973,503
4,15974,2560
1,15975,78
1,15976,2330
3,15977,2406
4,15978,2799
1,15979,675
4,15980,1951
1,15981,1958
2,15982,2651
2,15983,695
3,15984,2234
2,15985,1913
2,15986,3527
2,15987,2261
1,15988,2136
2,15989,191
2,15990,1183
3,15991,1480
1,15992,902
1,15993,473
4,15994,3072
4,15995,2217
2,15996,3052
1,15997,3333
1,15998,2829
1,15999,3427
1,16000,630
2,16001,1279
1,16002,3361
4,16003,3431
2,16004,268
3,16005,2415
1,16006,372
1,16007,1834
1,16008,2845
1,16009,34
1,16010,2542
4,16011,572
3,16012,3195
3,16013,2782
3,16014,2513
2,16015,1131
3,16016,2795
1,16017,3222
1,16018,3082
4,16019,3605
1,16020,224
1,16021,2302
1,16022,117
3,16023,51
1,16024,1030
3,16025,665
3,16026,1941
3,16027,2129
2,16028,70
3,16029,2345
2,16030,2577
4,16031,3449
4,16032,511
2,16033,3320
4,16034,1798
1,16035,1388
4,16036,1924
3,16037,2223
1,16038,463
3,16039,2598
1,16040,2813
1,16041,2116
4,16042,1435
4,16043,2440
4,16044,1202
4,16045,1641
2,16046,302
3,16047,3410
1,16048,2064
3,16049,2193
1,16050,262
1,16051,1136
3,16052,3304
2,16053,3287
2,16054,22
2,16055,2384
3,16056,1693
2,16057,292
2,16058,253
3,16059,3357
1,16060,3402
3,16061,215
1,16062,1819
2,16063,1808
2,16064,95
1,16065,3446
1,16066,1224
3,16067,528
1,16068,191
3,16069,3453
2,16070,2781
1,16071,2458
1,16072,820
1,16073,3599
4,16074,583
2,16075,1830
1,16076,696
2,16077,701
4,16078,3262
4,16079,3607
1,16080,1423
2,16081,495
2,16082,2499
2,16083,2242
4,16084,2679
1,16085,118
1,16086,447
3,16087,934
3,16088,2917
4,16089,2950
2,16090,642
2,16091,55
2,16092,3287
1,16093,1631
4,16094,2907
3,16095,385
3,16096,1198
4,16097,2011
2,16098,1634
3,16099,1648
2,16100,1710
3,16101,2059
3,16102,2814
2,16103,8
1,16104,3464
4,16105,2426
1,16106,1787
3,16107,909
2,16108,467
4,16109,2901
3,16110,2759
4,16111,1314
1,16112,948
2,16113,1780
3,16114,62
4,16115,2153
1,16116,475
1,16117,289
1,16118,1395
2,16119,1778
1,16120,3546
1,16121,1902
4,16122,147
3,16123,1635
4,16124,3077
1,16125,2276
1,16126,1294
4,16127,1267
2,16128,2938
3,16129,2497
2,16130,2960
2,16131,2318
1,16132,652
3,16133,2035
1,16134,3076
2,16135,183
1,16136,2232
2,16137,1021
2,16138,642
1,16139,2390
3,16140,2297
2,16141,2240
2,16142,3612
1,16143,2486
2,16144,122
4,16145,3264
3,16146,84
4,16147,3475
1,16148,1507
4,16149,1072
4,16150,892
2,16151,712
4,16152,358
3,16153,1036
1,16154,1258
2,16155,3513
1,16156,346
3,16157,2219
3,16158,2401
4,16159,2880
2,16160,3197
4,16161,411
2,16162,2262
4,16163,1412
4,16164,2059
1,16165,262
1,16166,1395
3,16167,2065
4,16168,3099
3,16169,2979
3,16170,1203
3,16171,980
3,16172,2006
1,16173,994
3,16174,740
4,16175,1396
1,16176,1011
1,16177,3375
2,16178,309
1,16179,935
1,16180,2122
1,16181,766
4,16182,1610
4,16183,13
4,16184,3452
1,16185,1756
2,16186,449
3,16187,858
1,16188,290
2,16189,1568
1,16190,1148
1,16191,2445
1,16192,1051
4,16193,1686
1,16194,322
1,16195,1049
3,16196,210
3,16197,446
2,16198,3263
3,16199,844
4,16200,2622
2,16201,2684
3,16202,556
2,16203,3277
4,16204,2461
2,16205,3626
4,16206,985
2,16207,3625
3,16208,2926
2,16209,2212
2,16210,84
3,16211,3532
4,16212,2905
2,16213,1275
3,16214,2693
2,16215,2253
4,16216,466
2,16217,377
2,16218,1973
4,16219,2651
1,16220,791
4,16221,679
2,16222,14
3,16223,2352
3,16224,2004
1,16225,3012
3,16226,536
1,16227,2288
3,16228,1596
1,16229,2913
1,16230,1552
4,16231,3615
4,16232,1059
2,16233,2088
3,16234,914
4,16235,3310
3,16236,358
1,16237,342
4,16238,529
4,16239,1087
4,16240,3015
1,16241,1995
2,16242,564
1,16243,2758
2,16244,1718
4,16245,2844
2,16246,2287
4,16247,768
4,16248,2139
4,16249,2639
4,16250,284
4,16251,2284
3,16252,2838
2,16253,2233
1,16254,729
1,16255,1482
3,16256,1788
3,16257,347
2,16258,3081
3,16259,201
1,16260,1023
2,16261,787
4,16262,2183
1,16263,1213
3,16264,2989
3,16265,69
1,16266,3347
3,16267,2077
4,16268,2205
4,16269,636
3,16270,1082
2,16271,1371
2,16272,2110
3,16273,3057
4,16274,838
1,16275,782
4,16276,949
4,16277,1992
4,16278,594
4,16279,3024
2,16280,1166
3,16281,968
2,16282,731
4,16283,3163
1,16284,2372
3,16285,642
1,16286,202
3,16287,3312
2,16288,1091
4,16289,2464
3,16290,1854
3,16291,2157
3,16292,1695
1,16293,3521
2,16294,2073
4,16295,2235
4,16296,2359
1,16297,390
2,16298,2847
1,16299,1378
3,16300,1183
1,16301,2285
3,16302,3292
3,16303,2134
3,16304,307
4,16305,2679
2,16306,690
4,16307,2801
4,16308,3439
2,16309,3371
4,16310,1100
3,16311,1532
4,16312,554
3,16313,1421
3,16314,2491
3,16315,1735
2,16316,1681
2,16317,82
2,16318,1680
3,16319,2980
4,16320,3399
4,16321,3552
2,16322,3217
3,16323,86
1,16324,2076
4,16325,75
3,16326,2889
2,16327,1058
1,16328,397
1,16329,3260
4,16330,2046
1,16331,2460
3,16332,2635
1,16333,2441
1,16334,589
1,16335,1932
1,16336,3094
1,16337,1947
2,16338,382
3,16339,3213
3,16340,3014
4,16341,1599
2,16342,1430
2,16343,674
1,16344,410
4,16345,3024
1,16346,2100
4,16347,3259
1,16348,3155
1,16349,3039
3,16350,25
1,16351,1981
4,16352,293
3,16353,2688
4,16354,4
4,16355,210
4,16356,517
1,16357,3147
2,16358,2709
2,16359,1898
2,16360,3072
4,16361,2542
2,16362,3347
1,16363,489
4,16364,1971
2,16365,302
3,16366,462
2,16367,891
1,16368,233
2,16369,233
1,16370,1616
1,16371,2951
1,16372,3053
1,16373,2680
2,16374,2190
2,16375,3254
3,16376,2594
1,16377,19
3,16378,1307
1,16379,2669
1,16380,3167
4,16381,3412
4,16382,2971
1,16383,698
1,16384,569
2,16385,2162
1,16386,1292
4,16387,2205
4,16388,1227
2,16389,1280
4,16390,3224
3,16391,3388
4,16392,3031
4,16393,2255
3,16394,644
4,16395,2029
1,16396,326
1,16397,1904
1,16398,2350
1,16399,2444
2,16400,2536
2,16401,2482
3,16402,811
3,16403,1077
3,16404,1070
1,16405,2148
2,16406,1648
4,16407,3644
4,16408,356
4,16409,2027
2,16410,2997
1,16411,3407
4,16412,2918
1,16413,423
3,16414,1011
1,16415,894
2,16416,88
4,16417,2866
3,16418,1873
4,16419,901
2,16420,18
2,16421,1230
2,16422,211
4,16423,2934
4,16424,2654
1,16425,1305
4,16426,2493
1,16427,1802
3,16428,2918
4,16429,2658
4,16430,3237
3,16431,268
2,16432,2803
4,16433,1355
1,16434,2576
1,16435,1078
4,16436,1570
3,16437,2286
4,16438,612
1,16439,3630
3,16440,1397
3,16441,266
3,16442,2951
2,16443,933
4,16444,97
4,16445,2704
2,16446,3378
3,16447,1367
4,16448,221
1,16449,258
3,16450,3565
1,16451,3046
1,16452,3375
4,16453,228
4,16454,1084
1,16455,3074
1,16456,3629
3,16457,2270
1,16458,3629
4,16459,1724
3,16460,3535
4,16461,1666
4,16462,181
2,16463,3459
4,16464,779
1,16465,124
1,16466,556
1,16467,1204
1,16468,2855
1,16469,2768
1,16470,754
1,16471,3587
4,16472,1076
2,16473,2091
4,16474,33
2,16475,2086
2,16476,801
4,16477,1213
1,16478,645
4,16479,3119
1,16480,1688
1,16481,1643
4,16482,1876
2,16483,776
2,16484,1353
4,16485,727
3,16486,2975
3,16487,1168
1,16488,3034
4,16489,2108
4,16490,263
3,16491,3548
2,16492,627
4,16493,3573
3,16494,2619
4,16495,2205
4,16496,1713
1,16497,2317
2,16498,1819
2,16499,1438
3,16500,758
3,16501,160
4,16502,2886
3,16503,89
1,16504,2140
3,16505,2723
3,16506,2410
2,16507,1816
4,16508,1672
3,16509,2464
2,16510,3570
2,16511,1479
1,16512,904
2,16513,2785
4,16514,2811
3,16515,3455
4,16516,301
1,16517,2707
4,16518,3168
4,16519,126
1,16520,1470
1,16521,1855
3,16522,2573
3,16523,3373
1,16524,687
1,16525,1568
3,16526,1993
2,16527,3511
4,16528,1807
3,16529,809
2,16530,2547
1,16531,2707
4,16532,564
2,16533,2198
4,16534,1259
1,16535,1794
4,16536,3474
3,16537,1995
1,16538,2636
2,16539,1121
2,16540,1337
1,16541,22
3,16542,1255
4,16543,1645
2,16544,165
1,16545,1818
4,16546,624
2,16547,3621
3,16548,1716
1,16549,2673
1,16550,603
3,16551,2276
1,16552,2667
4,16553,2156
3,16554,665
3,16555,743
1,16556,520
3,16557,2622
3,16558,2921
2,16559,3144
3,16560,3354
3,16561,1800
4,16562,180
1,16563,3051
4,16564,1618
4,16565,2057
3,16566,2929
3,16567,437
4,16568,1313
1,16569,245
2,16570,3363
1,16571,3328
1,16572,2561
4,16573,1426
2,16574,582
4,16575,743
3,16576,2445
1,16577,3275
3,16578,1569
2,16579,1652
2,16580,1749
2,16581,364
1,16582,1953
3,16583,1495
2,16584,1121
1,16585,1333
3,16586,500
1,16587,2862
1,16588,2273
2,16589,1987
3,16590,540
4,16591,453
2,16592,3248
3,16593,1207
4,16594,399
2,16595,24
2,16596,597
1,16597,2470
3,16598,344
3,16599,1731
4,16600,536
4,16601,2972
2,16602,377
2,16603,2530
4,16604,1774
1,16605,3260
3,16606,3168
3,16607,3268
2,16608,2221
4,16609,3275
4,16610,1299
1,16611,525
3,16612,3242
2,16613,742
4,16614,1522
2,16615,1840
1,16616,2423
4,16617,417
2,16618,579
1,16619,2829
4,16620,3106
1,16621,52
3,16622,1455
4,16623,1255
1,16624,3081
2,16625,1063
2,16626,545
3,16627,3148
4,16628,917
4,16629,2198
1,16630,3089
1,16631,1461
2,16632,33
4,16633,908
4,16634,189
4,16635,1400
3,16636,2994
4,16637,1907
3,16638,1803
2,16639,2435
2,16640,609
1,16641,630
3,16642,3462
2,16643,1895
1,16644,2843
4,16645,3065
2,16646,514
1,16647,1913
3,16648,53
1,16649,2629
3,16650,3373
2,16651,1993
3,16652,1474
4,16653,3048
1,16654,2472
1,16655,3077
4,16656,271
2,16657,366
1,16658,70
4,16659,1853
1,16660,2411
3,16661,305
3,16662,3464
2,16663,3423
4,16664,2768
4,16665,356
2,16666,1409
1,16667,1837
2,16668,1279
2,16669,1121
3,16670,2971
4,16671,2273
3,16672,3198
4,16673,1572
3,16674,3002
3,16675,1149
1,16676,3072
3,16677,3264
2,16678,3077
3,16679,2986
3,16680,1659
2,16681,1731
4,16682,2736
1,16683,2941
4,16684,605
3,16685,1484
1,16686,3263
3,16687,2837
1,16688,3565
4,16689,1200
1,16690,612
1,16691,3383
1,16692,345
2,16693,2387
4,16694,671
3,16695,2392
3,16696,2120
4,16697,98
2,16698,1734
1,16699,3163
3,16700,3173
2,16701,2767
1,16702,2330
2,16703,89
1,16704,1455
4,16705,1115
3,16706,2505
2,16707,2593
4,16708,1233
4,16709,1560
1,16710,1984
2,16711,2919
1,16712,615
2,16713,2269
1,16714,3052
2,16715,2450
3,16716,2540
2,16717,3059
4,16718,2411
2,16719,552
2,16720,786
2,16721,3469
1,16722,2513
2,16723,197
2,16724,3
3,16725,1432
3,16726,2504
1,16727,3644
4,16728,2938
1,16729,1965
1,16730,2634
3,16731,1690
3,16732,3259
4,16733,977
3,16734,2442
2,16735,53
3,16736,351
1,16737,689
1,16738,444
4,16739,1994
2,16740,75
4,16741,111
3,16742,337
2,16743,1486
4,16744,597
3,16745,2096
4,16746,445
2,16747,1751
1,16748,3464
1,16749,3007
4,16750,2071
1,16751,3194
3,16752,2815
1,16753,1414
2,16754,2440
1,16755,835
3,16756,1499
2,16757,76
4,16758,2664
2,16759,375
3,16760,1492
3,16761,1386
1,16762,3482
1,16763,1501
3,16764,2261
2,16765,216
1,16766,2592
1,16767,745
4,16768,2035
3,16769,3573
1,16770,958
2,16771,3578
4,16772,2701
1,16773,439
1,16774,3304
2,16775,1550
1,16776,3464
1,16777,2577
1,16778,3520
2,16779,1767
2,16780,402
2,16781,1513
4,16782,2001
1,16783,536
4,16784,3166
4,16785,3384
1,16786,2931
1,16787,127
3,16788,1607
4,16789,2410
4,16790,2290
2,16791,1334
3,16792,627
4,16793,1944
2,16794,377
2,16795,1945
4,16796,1955
3,16797,3545
3,16798,3481
2,16799,11
2,16800,3531
1,16801,1909
3,16802,1116
3,16803,3242
2,16804,3182
2,16805,3451
4,16806,1138
2,16807,3597
4,16808,515
2,16809,1340
2,16810,1665
2,16811,267
3,16812,1336
3,16813,140
3,16814,3371
3,16815,3626
2,16816,3071
3,16817,3141
4,16818,309
2,16819,461
4,16820,1365
2,16821,2365
3,16822,3553
1,16823,679
3,16824,3103
4,16825,1062
3,16826,3392
1,16827,451
1,16828,3643
2,16829,3043
3,16830,3497
3,16831,2656
3,16832,3339
4,16833,408
4,16834,359
2,16835,2464
4,16836,1234
1,16837,824
4,16838,1572
1,16839,579
3,16840,488
1,16841,1304
1,16842,2575
4,16843,960
4,16844,2975
4,16845,89
1,16846,1358
3,16847,2450
2,16848,1156
3,16849,2224
2,16850,1925
4,16851,1760
4,16852,433
2,16853,2010
4,16854,3618
2,16855,1533
3,16856,1138
3,16857,1313
4,16858,1950
2,16859,289
3,16860,2497
2,16861,3389
3,16862,1194
2,16863,50
4,16864,1728
3,16865,1515
2,16866,2937
2,16867,2832
1,16868,333
3,16869,2204
1,16870,978
3,16871,178
4,16872,1077
3,16873,1264
4,16874,1922
2,16875,3364
1,16876,1231
2,16877,189
4,16878,2704
2,16879,431
2,16880,2141
3,16881,2214
3,16882,271
1,16883,2475
4,16884,2148
4,16885,2488
1,16886,1743
4,16887,2031
3,16888,331
3,16889,1528
3,16890,1061
4,16891,3187
1,16892,2795
3,16893,476
3,16894,512
3,16895,490
2,16896,2691
4,16897,619
3,16898,1628
4,16899,832
3,16900,1421
1,16901,230
3,16902,2183
2,16903,1153
4,16904,241
4,16905,3644
2,16906,410
3,16907,162
3,16908,1352
1,16909,2336
2,16910,1815
4,16911,1623
1,16912,3552
1,16913,1006
4,16914,3327
1,16915,2628
1,16916,1216
1,16917,796
1,16918,208
1,16919,1712
3,16920,271
1,16921,1647
1,16922,607
3,16923,934
4,16924,2006
3,16925,3346
1,16926,3402
4,16927,2222
1,16928,3063
3,16929,1551
3,16930,1194
1,16931,2144
3,16932,2061
1,16933,3506
4,16934,2972
2,16935,1233
2,16936,1313
2,16937,1295
3,16938,1899
1,16939,891
2,16940,3247
3,16941,109
1,16942,2376
2,16943,1547
2,16944,622
3,16945,2208
3,16946,92
1,16947,1779
4,16948,757
3,16949,2869
3,16950,3251
1,16951,1692
2,16952,93
4,16953,2860
2,16954,447
1,16955,40
1,16956,2856
1,16957,1088
4,16958,2786
2,16959,2198
4,16960,844
4,16961,1833
1,16962,169
4,16963,143
1,16964,671
3,16965,467
3,16966,765
4,16967,3499
3,16968,61
3,16969,3019
1,16970,1873
3,16971,731
2,16972,1561
2,16973,2230
4,16974,2430
1,16975,2107
2,16976,3248
4,16977,838
2,16978,2503
1,16979,2457
2,16980,2286
4,16981,1999
4,16982,1834
4,16983,2973
1,16984,935
2,16985,205
4,16986,3308
1,16987,3589
3,16988,3436
2,16989,1776
2,16990,2126
3,16991,371
3,16992,1438
1,16993,94
3,16994,1777
1,16995,581
2,16996,1909
3,16997,2020
3,16998,448
1,16999,1662
4,17000,88
4,17001,3092
4,17002,379
3,17003,907
3,17004,1815
1,17005,141
4,17006,1564
2,17007,3253
1,17008,2020
3,17009,833
1,17010,1553
1,17011,1612
3,17012,3475
4,17013,1611
3,17014,2650
1,17015,1059
2,17016,2860
4,17017,1997
2,17018,3083
4,17019,2306
3,17020,914
2,17021,139
4,17022,935
1,17023,796
1,17024,177
2,17025,1345
1,17026,3582
4,17027,773
4,17028,3296
1,17029,2099
1,17030,2669
4,17031,3396
4,17032,1717
2,17033,1035
3,17034,1434
2,17035,1654
3,17036,3195
3,17037,3266
2,17038,989
2,17039,1727
4,17040,3335
1,17041,3218
3,17042,988
1,17043,19
1,17044,1557
1,17045,183
1,17046,133
3,17047,2871
3,17048,473
4,17049,754
1,17050,806
4,17051,294
4,17052,314
2,17053,2487
2,17054,2858
4,17055,3156
3,17056,2794
2,17057,2127
4,17058,387
4,17059,1651
3,17060,471
2,17061,1287
2,17062,2984
4,17063,3586
2,17064,2910
4,17065,110
3,17066,1922
3,17067,3000
4,17068,2708
1,17069,2220
4,17070,1130
4,17071,2390
3,17072,2767
4,17073,3362
2,17074,2039
4,17075,2228
1,17076,2667
1,17077,3209
3,17078,3521
4,17079,390
4,17080,777
1,17081,3599
1,17082,1469
3,17083,3640
3,17084,3152
3,17085,460
1,17086,3451
3,17087,2552
3,17088,2141
2,17089,1036
4,17090,1384
1,17091,3108
2,17092,2852
4,17093,1195
3,17094,2123
4,17095,1636
1,17096,2797
3,17097,3308
1,17098,3146
1,17099,2591
1,17100,117
1,17101,1353
2,17102,329
3,17103,1808
3,17104,2205
1,17105,2480
2,17106,2706
4,17107,2830
4,17108,791
4,17109,717
2,17110,3269
4,17111,898
1,17112,2729
4,17113,352
3,17114,3622
3,17115,165
1,17116,2792
4,17117,2015
4,17118,1522
3,17119,675
2,17120,2405
3,17121,3254
1,17122,2434
4,17123,842
2,17124,433
4,17125,1385
3,17126,766
3,17127,3014
1,17128,3195
3,17129,3517
3,17130,1010
1,17131,860
4,17132,1584
1,17133,435
3,17134,3208
4,17135,136
3,17136,23
1,17137,2984
3,17138,1263
1,17139,2774
4,17140,1898
4,17141,772
1,17142,562
3,17143,2965
3,17144,3119
2,17145,328
2,17146,3399
3,17147,2747
4,17148,3382
2,17149,1276
3,17150,3487
3,17151,1168
4,17152,1625
3,17153,1142
4,17154,1738
2,17155,2589
4,17156,2331
1,17157,1883
4,17158,406
4,17159,3559
3,17160,632
2,17161,1213
1,17162,1772
4,17163,203
2,17164,1810
1,17165,911
3,17166,1268
3,17167,1782
3,17168,1
1,17169,229
1,17170,62
4,17171,1626
4,17172,739
3,17173,49
3,17174,2230
4,17175,2199
2,17176,3479
2,17177,3169
3,17178,17
2,17179,3238
4,17180,1851
3,17181,2459
4,17182,2440
1,17183,3320
2,17184,765
3,17185,3365
4,17186,2505
1,17187,2004
2,17188,1661
4,17189,3291
3,17190,2934
1,17191,1015
2,17192,2175
1,17193,177
3,17194,2267
4,17195,2552
2,17196,455
3,17197,3190
4,17198,1667
2,17199,2033
1,17200,1910
4,17201,1571
4,17202,1109
3,17203,1703
1,17204,2243
2,17205,211
2,17206,3521
1,17207,3087
2,17208,1241
1,17209,1562
1,17210,2240
4,17211,151
2,17212,1525
3,17213,64
1,17214,1791
3,17215,1589
4,17216,2617
3,17217,2804
4,17218,968
4,17219,2947
1,17220,1379
4,17221,2461
1,17222,400
3,17223,464
4,17224,73
3,17225,186
4,17226,697
4,17227,2916
3,17228,771
2,17229,2064
3,17230,1548
4,17231,1516
2,17232,3584
3,17233,2821
1,17234,2539
4,17235,2185
2,17236,1694
1,17237,717
4,17238,2805
4,17239,2795
1,17240,673
3,17241,2533
3,17242,386
1,17243,1394
1,17244,1940
1,17245,2969
3,17246,855
2,17247,867
4,17248,22
4,17249,1931
2,17250,2314
1,17251,1402
4,17252,1148
4,17253,1974
2,17254,2092
4,17255,1443
4,17256,2399
1,17257,2538
4,17258,722
2,17259,942
3,17260,325
4,17261,2422
1,17262,282
2,17263,3075
4,17264,2208
1,17265,566
1,17266,190
3,17267,1485
1,17268,3085
1,17269,924
2,17270,422
4,17271,2029
2,17272,3402
4,17273,3339
1,17274,1523
4,17275,2540
2,17276,2627
3,17277,908
1,17278,2601
4,17279,1963
1,17280,3364
3,17281,3240
2,17282,2254
4,17283,2386
3,17284,3107
4,17285,3190
2,17286,184
1,17287,2847
4,17288,1021
4,17289,735
3,17290,2414
1,17291,1990
3,17292,1166
1,17293,3155
2,17294,378
4,17295,1744
2,17296,2894
2,17297,3275
1,17298,900
1,17299,253
1,17300,393
1,17301,3587
2,17302,3537
3,17303,2519
4,17304,3632
1,17305,2210
3,17306,2716
1,17307,2650
1,17308,482
3,17309,3531
2,17310,3632
3,17311,2175
4,17312,606
2,17313,497
1,17314,139
1,17315,1613
3,17316,293
3,17317,421
1,17318,3292
4,17319,1165
4,17320,2276
2,17321,678
4,17322,1812
2,17323,1295
1,17324,3315
2,17325,465
4,17326,1216
3,17327,2922
3,17328,1823
3,17329,794
1,17330,1758
1,17331,502
1,17332,1316
2,17333,17
2,17334,1265
4,17335,2882
1,17336,1040
2,17337,405
2,17338,1121
1,17339,3171
2,17340,2975
3,17341,701
2,17342,423
2,17343,850
2,17344,1075
2,17345,2328
3,17346,1975
2,17347,3252
3,17348,1258
1,17349,464
4,17350,27
3,17351,3628
1,17352,3196
4,17353,33
3,17354,996
4,17355,338
4,17356,1020
2,17357,153
1,17358,2753
1,17359,1747
1,17360,2637
4,17361,2411
4,17362,1939
3,17363,1086
2,17364,1352
3,17365,2000
4,17366,2323
1,17367,2040
4,17368,1890
2,17369,3615
1,17370,211
3,17371,2124
4,17372,2426
1,17373,2138
